;name;categories;address;cc;city;country;crossStreet;distance;formattedAddress;labeledLatLngs;lat;lng;neighborhood;postalCode;state;id
12881;Zuma;Japanese Restaurant;5 Raphael St;GB;Knightsbridge;United Kingdom;;965;['5 Raphael St', 'Knightsbridge', 'Greater London', 'SW7 1DL', 'United Kingdom'];[{'label': 'display', 'lat': 51.501061172224645, 'lng': -0.16313086296648005}];51.501.061.172.224.600;-0.16313086296648005;;SW7 1DL;Greater London;4ac518bff964a5202da320e3
12885;Harry's Dolce Vita;Italian Restaurant;27-31 Basil Street, Knightsbridge;GB;London;United Kingdom;;905;['27-31 Basil Street, Knightsbridge', 'London', 'Greater London', 'SW3 1BB', 'United Kingdom'];[{'label': 'display', 'lat': 51.49856557614668, 'lng': -0.16213133090379117}];5.149.856.557.614.660;-0.16213133090379117;;SW3 1BB;Greater London;5a3456bfbd897e22be63b0a0
12887;Signor Sassi;Italian Restaurant;14 Knightsbridge Green;GB;London;United Kingdom;;1014;['14 Knightsbridge Green', 'London', 'Greater London', 'SW1X 7QL', 'United Kingdom'];[{'label': 'display', 'lat': 51.50122340225948, 'lng': -0.16245772301794337}];5.150.122.340.225.940;-0.16245772301794337;;SW1X 7QL;Greater London;4bab5c48f964a5204ca33ae3
12888;Mari Vanna;Russian Restaurant;116 Knightsbridge;GB;London;United Kingdom;;1049;['116 Knightsbridge', 'London', 'Greater London', 'SW1X 7PJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.501793011674835, 'lng': -0.1624787376579757}];51.501.793.011.674.800;-0.1624787376579757;;SW1X 7PJ;Greater London;4f2c0acae4b048e466df240b
12892;The Ivy Chelsea Garden;Restaurant;195 -197 King's Road;GB;Chelsea;United Kingdom;;1068;"[""195 -197 King's Road"", 'Chelsea', 'Greater London', 'SW3 5EQ', 'United Kingdom']";[{'label': 'display', 'lat': 51.487110148890544, 'lng': -0.1693831158353589}];51.487.110.148.890.500;-0.1693831158353589;;SW3 5EQ;Greater London;55197d88498e3f4d85dc801c
12894;The Five Fields;Restaurant;8-9 Blacklands Terrace;GB;London;United Kingdom;Culford Gardens;1048;['8-9 Blacklands Terrace (Culford Gardens)', 'London', 'Greater London', 'SW3 2sp', 'United Kingdom'];[{'label': 'display', 'lat': 51.491770289372845, 'lng': -0.16119093838049123}];51.491.770.289.372.800;-0.16119093838049123;;SW3 2sp;Greater London;519e61c1498ef213107bfb14
12896;Anthropologie;Women's Store;131-141 Kings Rd;GB;Kensington;United Kingdom;;1059;['131-141 Kings Rd', 'Kensington', 'Greater London', 'SW3 4PW', 'United Kingdom'];[{'label': 'display', 'lat': 51.48801219256875, 'lng': -0.1666530953311291}];5.148.801.219.256.870;-0.1666530953311291;;SW3 4PW;Greater London;4ba4eb0ff964a520e9c238e3
12897;Pháº­t PhÃºc Noodle Bar;Vietnamese Restaurant;151 Sydney St;GB;Chelsea;United Kingdom;;1023;['151 Sydney St', 'Chelsea', 'Greater London', 'SW3 6NT', 'United Kingdom'];[{'label': 'display', 'lat': 51.48761963217226, 'lng': -0.16904402182939238}];5.148.761.963.217.220;-0.16904402182939238;;SW3 6NT;Greater London;4b8678d8f964a5208f8b31e3
12901;Sale e Pepe;Italian Restaurant;9-15 Pavilion Rd;GB;London;United Kingdom;;1086;['9-15 Pavilion Rd', 'London', 'Greater London', 'SW1X 0HD', 'United Kingdom'];[{'label': 'display', 'lat': 51.500564, 'lng': -0.160622}];51.500.564;-0.160622;;SW1X 0HD;Greater London;4b9ba59ef964a520751636e3
12902;Montparnasse Cafe;French Restaurant;22 Thackeray St;GB;Kensington;United Kingdom;;1114;['22 Thackeray St', 'Kensington', 'Greater London', 'W8 5ET', 'United Kingdom'];[{'label': 'display', 'lat': 51.500528, 'lng': -0.189055}];51.500.528;-0.189055;;W8 5ET;Greater London;4baf60fff964a52080fb3be3
12903;Sumosan Twiga;Japanese Restaurant;165 Sloane St;GB;London;United Kingdom;;1094;['165 Sloane St', 'London', 'Greater London', 'SW1X 9QB', 'United Kingdom'];[{'label': 'display', 'lat': 51.49897879637835, 'lng': -0.15947341918945312}];5.149.897.879.637.830;-0.15947341918945312;;SW1X 9QB;Greater London;4ac518c2f964a52012a420e3
12906;Zaika of Kensington;Indian Restaurant;1 Kensington High St;GB;London;United Kingdom;;1128;['1 Kensington High St', 'London', 'Greater London', 'W8 5NP', 'United Kingdom'];[{'label': 'display', 'lat': 51.5023609845233, 'lng': -0.18745750886487136}];515.023.609.845.233;-0.18745750886487136;;W8 5NP;Greater London;54bd8243498ecd38da686040
12910;Buddha-Bar;Asian Restaurant;145 Knightsbridge;GB;London;United Kingdom;Brompton Rd;1089;['145 Knightsbridge (Brompton Rd)', 'London', 'Greater London', 'SW1X 7PA', 'United Kingdom'];[{'label': 'display', 'lat': 51.50198418119578, 'lng': -0.1619833371342229}];5.150.198.418.119.570;-0.1619833371342229;;SW1X 7PA;Greater London;5073eaf9d63e722af9c7df92
12915;Granger & Co;Restaurant;237 Pavillion Rd;GB;Chelsea;United Kingdom;;1135;['237 Pavillion Rd', 'Chelsea', 'Greater London', 'SW1X 0BP', 'United Kingdom'];[{'label': 'display', 'lat': 51.493735146888085, 'lng': -0.15868481976940613}];51.493.735.146.888.000;-0.15868481976940613;;SW1X 0BP;Greater London;595512e9bcbf7a23978fb733
12918;Amaya Restaurant;Indian Restaurant;Halkin Arcade;GB;London;United Kingdom;Motcomb Street;1232;['Halkin Arcade (Motcomb Street)', 'London', 'Greater London', 'SW1X 8JT', 'United Kingdom'];[{'label': 'display', 'lat': 51.499263644426584, 'lng': -0.15753974099374626}];51.499.263.644.426.500;-0.15753974099374626;;SW1X 8JT;Greater London;4ac518dff964a52004aa20e3
12921;Min Jiang;Chinese Restaurant;2-24 Kensington High St;GB;London;United Kingdom;;1166;['2-24 Kensington High St', 'London', 'Greater London', 'W8 4PT', 'United Kingdom'];[{'label': 'display', 'lat': 51.50291032889934, 'lng': -0.1874455116714359}];5.150.291.032.889.930;-0.1874455116714359;;W8 4PT;Greater London;4b5f37b3f964a520fbad29e3
12922;Big Easy Bar.B.Q & Crabshack;American Restaurant;332 King's Rd;GB;Chelsea;United Kingdom;;1203;"[""332 King's Rd"", 'Chelsea', 'Greater London', 'SW3 5UR', 'United Kingdom']";[{'label': 'display', 'lat': 51.48533042645628, 'lng': -0.17407732929629638}];5.148.533.042.645.620;-0.17407732929629638;;SW3 5UR;Greater London;4ac518b9f964a520b5a120e3
12923;Dinner by Heston Blumenthal;Restaurant;Mandarin Oriental Hyde Park;GB;London;United Kingdom;66 Knightsbridge;1215;['Mandarin Oriental Hyde Park (66 Knightsbridge)', 'London', 'Greater London', 'SW1X 7LA', 'United Kingdom'];[{'label': 'display', 'lat': 51.502161, 'lng': -0.159964}];51.502.161;-0.159964;;SW1X 7LA;Greater London;4d2f05dc79dd6ea8ca028ed3
12925;Dishoom;Indian Restaurant;4 Derry St;GB;Kensington;United Kingdom;;1284;['4 Derry St', 'Kensington', 'Greater London', 'W8 5SE', 'United Kingdom'];[{'label': 'display', 'lat': 51.501301447858175, 'lng': -0.1911703486882197}];51.501.301.447.858.100;-0.1911703486882197;;W8 5SE;Greater London;5a08ab31dec1d60b246b1ad9
12931;Ottolenghi;Mediterranean Restaurant;13 Motcomb St;GB;London;United Kingdom;;1289;['13 Motcomb St', 'London', 'Greater London', 'SW1X 8LB', 'United Kingdom'];[{'label': 'display', 'lat': 51.49943385933814, 'lng': -0.15676427463717071}];5.149.943.385.933.810;-0.15676427463717071;;SW1X 8LB;Greater London;4b9a851ef964a5203fbd35e3
12937;Maggie Jones's;English Restaurant;6 Old Court Place;GB;London;United Kingdom;Kensington High Street;1382;['6 Old Court Place (Kensington High Street)', 'London', 'Greater London', 'W8 4PL', 'United Kingdom'];[{'label': 'display', 'lat': 51.50293741313287, 'lng': -0.19128853311093627}];5.150.293.741.313.280;-0.19128853311093627;;W8 4PL;Greater London;4b5b46c2f964a520b0f028e3
12938;Medlar Restaurant;Restaurant;438 Kings Rd;GB;Kensington;United Kingdom;;1471;['438 Kings Rd', 'Kensington', 'Greater London', 'SW10 0LJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.48305746160648, 'lng': -0.17762455130064067}];5.148.305.746.160.640;-0.17762455130064067;;SW10 0LJ;Greater London;4d932d5e52ed224bfbbb16ac
12939;Hot Stuff;Indian Restaurant;19 Wilcox Rd;GB;London;United Kingdom;;530;['19 Wilcox Rd', 'London', 'Greater London', 'SW8 2XA', 'United Kingdom'];[{'label': 'display', 'lat': 51.47961154586812, 'lng': -0.12648125782550543}];5.147.961.154.586.810;-0.12648125782550543;;SW8 2XA;Greater London;4aeb0b96f964a52087bd21e3
12947;Sappho Meze Bar;Greek Restaurant;9 High St.;GB;Clapham;United Kingdom;;1176;['9 High St.', 'Clapham', 'Greater London', 'SW4 7TS', 'United Kingdom'];[{'label': 'display', 'lat': 51.46510757948787, 'lng': -0.1299496474738779}];5.146.510.757.948.780;-0.1299496474738779;;SW4 7TS;Greater London;4bc3712c74a9a593698ed4f6
12963;Fiume;Italian Restaurant;Circus West Battersea Power Station;GB;London;United Kingdom;;1158;['Circus West Battersea Power Station', 'London', 'Greater London', 'SW11 8EZ', 'United Kingdom'];[{'label': 'display', 'lat': 51.48182387860486, 'lng': -0.1442277431488037}];5.148.182.387.860.480;-0.1442277431488037;;SW11 8EZ;Greater London;59c8c4fec4df1d02e4e083eb
12965;O Cantinho de Portugal;Portuguese Restaurant;135 Stockwell Road;GB;London;United Kingdom;;1318;['135 Stockwell Road', 'London', 'Greater London', 'SW9 9TN', 'United Kingdom'];[{'label': 'display', 'lat': 51.4671320263743, 'lng': -0.11757200048532031}];514.671.320.263.743;-0.11757200048532031;;SW9 9TN;Greater London;4ac51183f964a52046a020e3
12967;Adulis;African Restaurant;44 Brixton Rd.;GB;London;United Kingdom;;1388;['44 Brixton Rd.', 'London', 'Greater London', 'SW9 6BT', 'United Kingdom'];[{'label': 'display', 'lat': 51.47948554211717, 'lng': -0.11170238206648013}];5.147.948.554.211.710;-0.11170238206648013;;SW9 6BT;Greater London;4eea5b5861aff2afce9c5acb
12969;Trinity;French Restaurant;4 The Polygon;GB;London;United Kingdom;;1542;['4 The Polygon', 'London', 'Greater London', 'SW4 0JG', 'United Kingdom'];[{'label': 'display', 'lat': 51.46360091977565, 'lng': -0.14173627327588906}];5.146.360.091.977.560;-0.14173627327588906;;SW4 0JG;Greater London;4b4cbb25f964a5203dbc26e3
12978;San Gennaro;Italian Restaurant;22 Battersea Park Rd;GB;Wandsworth;United Kingdom;;1227;['22 Battersea Park Rd', 'Wandsworth', 'Greater London', 'SW11 4HY', 'United Kingdom'];[{'label': 'display', 'lat': 51.476276248792544, 'lng': -0.1484403637904753}];51.476.276.248.792.500;-0.1484403637904753;;SW11 4HY;Greater London;4b785ce7f964a52089c82ee3
12979;Tsunami;Japanese Restaurant;5-7 Voltaire Rd;GB;London;United Kingdom;Clapham;1213;['5-7 Voltaire Rd (Clapham)', 'London', 'Greater London', 'SW4 6DQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.4647745586463, 'lng': -0.1315637165436217}];514.647.745.586.463;-0.1315637165436217;;SW4 6DQ;Greater London;4c59bdee2091a59390a95dd0
12983;Boqueria;Spanish Restaurant;278 Queenstown Rd;GB;Battersea;United Kingdom;;1214;['278 Queenstown Rd', 'Battersea', 'Greater London', 'SW8 4LT', 'United Kingdom'];[{'label': 'display', 'lat': 51.476627742416206, 'lng': -0.14821355035319814}];51.476.627.742.416.200;-0.14821355035319814;;SW8 4LT;Greater London;53454428498e8f6ca5050bb9
12984;Italo;Italian Restaurant;13 Bonnington Sq;GB;London;United Kingdom;Vauxhall Grove;1224;['13 Bonnington Sq (Vauxhall Grove)', 'London', 'Greater London', 'SW8 1TE', 'United Kingdom'];[{'label': 'display', 'lat': 51.4844753931458, 'lng': -0.12019957224755062}];514.844.753.931.458;-0.12019957224755062;;SW8 1TE;Greater London;4acdda38f964a52044cd20e3
12993;The Dairy;Restaurant;15 The Pavement;GB;London;United Kingdom;Clapham Old Town;1664;['15 The Pavement (Clapham Old Town)', 'London', 'Greater London', 'SW4 0HY', 'United Kingdom'];[{'label': 'display', 'lat': 51.46177309241098, 'lng': -0.13965749875026223}];5.146.177.309.241.090;-0.13965749875026223;;SW4 0HY;Greater London;5154c897e4b032661a9599c2
12994;Boqueria;Tapas Restaurant;192 Acre Lane;GB;Brixton;United Kingdom;;1777;['192 Acre Lane', 'Brixton', 'Greater London', 'SW2 5UL', 'United Kingdom'];[{'label': 'display', 'lat': 51.45984683605465, 'lng': -0.12720966948388693}];5.145.984.683.605.460;-0.12720966948388693;;SW2 5UL;Greater London;4ee7c7320e01e8843f196dae
12996;Tonkotsu Battersea Power Station;Ramen Restaurant;Arch 755, Battersea Power Station Arches;GB;London;United Kingdom;;1410;['Arch 755, Battersea Power Station Arches', 'London', 'Greater London', 'SW8 5BN', 'United Kingdom'];[{'label': 'display', 'lat': 51.483177, 'lng': -0.14714229}];51.483.177;-0.14714229;;SW8 5BN;Greater London;5a87579126659b534a085158
13012;Franco Manca;Pizza Place;4 Market Row;GB;Brixton;United Kingdom;Electric Ln;1921;['4 Market Row (Electric Ln)', 'Brixton', 'Greater London', 'SW9 8LD', 'United Kingdom'];[{'label': 'display', 'lat': 51.46204894979302, 'lng': -0.11372862926493466}];5.146.204.894.979.300;-0.11372862926493466;;SW9 8LD;Greater London;4b7e8552f964a520b6f02fe3
13020;Okan;Okonomiyaki Restaurant;Brixton Village;GB;Brixton;United Kingdom;4th Avenue;1968;['Brixton Village (4th Avenue)', 'Brixton', 'Greater London', 'SW9 8PS', 'United Kingdom'];[{'label': 'display', 'lat': 51.462509823947784, 'lng': -0.11179504195325424}];51.462.509.823.947.700;-0.11179504195325424;;SW9 8PS;Greater London;4de6328f2271f377c2a3e1ad
13024;Santa Maria del Sur;Argentinian Restaurant;129 Queenstown Rd.;GB;Battersea;United Kingdom;Praire Street;1440;['129 Queenstown Rd. (Praire Street)', 'Battersea', 'Greater London', 'SW8 3RH', 'United Kingdom'];[{'label': 'display', 'lat': 51.470148763455974, 'lng': -0.14956208344589655}];51.470.148.763.455.900;-0.14956208344589655;;SW8 3RH;Greater London;4ad0d2f1f964a52022da20e3
13029;Wright Brothers;Seafood Restaurant;26 Circus Village;GB;London;United Kingdom;Battersea Power Station;1336;['26 Circus Village (Battersea Power Station)', 'London', 'Greater London', 'SE11 8EZ', 'United Kingdom'];[{'label': 'display', 'lat': 51.483191, 'lng': -0.145788}];51.483.191;-0.145788;;SE11 8EZ;Greater London;5a25aee18d0a534b3e4b683e
13030;Captain Correlli's;Italian Restaurant;132 Battersea Park Road;GB;Wandsworth;United Kingdom;;1700;['132 Battersea Park Road', 'Wandsworth', 'Greater London', 'SW11 4LY', 'United Kingdom'];[{'label': 'display', 'lat': 51.474474553071325, 'lng': -0.15521609867586925}];51.474.474.553.071.300;-0.15521609867586925;;SW11 4LY;Greater London;4bc5889d0a30d13ac8215a9c
13031;About Thyme Bar & Bistro;Mediterranean Restaurant;82 Wilton Rd;GB;London;United Kingdom;;1969;['82 Wilton Rd', 'London', 'Greater London', 'SW1V 1DL', 'United Kingdom'];[{'label': 'display', 'lat': 51.492385, 'lng': -0.140016}];51.492.385;-0.140016;;SW1V 1DL;Greater London;4d9e00e6d098a090e3958d48
13035;Koi Ramen Noodle Bar;Ramen Restaurant;Pop Brixton;GB;;United Kingdom;;1862;['Pop Brixton', 'United Kingdom'];[{'label': 'display', 'lat': 51.46347857800001, 'lng': -0.11235904547194676}];5.146.347.857.800.000;-0.11235904547194676;;;;53dcd9a9498effcb403f50f0
13042;O Cantinho de Portugal;Portuguese Restaurant;135 Stockwell Road;GB;London;United Kingdom;;423;['135 Stockwell Road', 'London', 'Greater London', 'SW9 9TN', 'United Kingdom'];[{'label': 'display', 'lat': 51.4671320263743, 'lng': -0.11757200048532031}];514.671.320.263.743;-0.11757200048532031;;SW9 9TN;Greater London;4ac51183f964a52046a020e3
13045;Okan;Okonomiyaki Restaurant;Brixton Village;GB;Brixton;United Kingdom;4th Avenue;731;['Brixton Village (4th Avenue)', 'Brixton', 'Greater London', 'SW9 8PS', 'United Kingdom'];[{'label': 'display', 'lat': 51.462509823947784, 'lng': -0.11179504195325424}];51.462.509.823.947.700;-0.11179504195325424;;SW9 8PS;Greater London;4de6328f2271f377c2a3e1ad
13047;Franco Manca;Pizza Place;4 Market Row;GB;Brixton;United Kingdom;Electric Ln;787;['4 Market Row (Electric Ln)', 'Brixton', 'Greater London', 'SW9 8LD', 'United Kingdom'];[{'label': 'display', 'lat': 51.46204894979302, 'lng': -0.11372862926493466}];5.146.204.894.979.300;-0.11372862926493466;;SW9 8LD;Greater London;4b7e8552f964a520b6f02fe3
13051;Koi Ramen Noodle Bar;Ramen Restaurant;Pop Brixton;GB;;United Kingdom;;622;['Pop Brixton', 'United Kingdom'];[{'label': 'display', 'lat': 51.46347857800001, 'lng': -0.11235904547194676}];5.146.347.857.800.000;-0.11235904547194676;;;;53dcd9a9498effcb403f50f0
13052;Mamma Dough;Pizza Place;354 Coldharbour Lane;GB;London;United Kingdom;;743;['354 Coldharbour Lane', 'London', 'Greater London', 'SW9 8QH', 'United Kingdom'];[{'label': 'display', 'lat': 51.46267624890556, 'lng': -0.10921022677054577}];5.146.267.624.890.550;-0.10921022677054577;;SW9 8QH;Greater London;56043675498e96c19c4dde8d
13062;Wahaca;Mexican Restaurant;20 Atlantic Rd;GB;Brixton;United Kingdom;;692;['20 Atlantic Rd', 'Brixton', 'Greater London', 'SW9 8JA', 'United Kingdom'];[{'label': 'display', 'lat': 51.462917214390885, 'lng': -0.11379502171446426}];51.462.917.214.390.800;-0.11379502171446426;Brixton, London, Greater London;SW9 8JA;Greater London;543d5cf8498ed35114c2ae4f
13070;Booma;Indian Restaurant;Ingleton Street;GB;London;United Kingdom;Brixton Rd;261;['Ingleton Street (Brixton Rd)', 'London', 'Greater London', 'SW9', 'United Kingdom'];[{'label': 'display', 'lat': 51.471407, 'lng': -0.112719}];51.471.407;-0.112719;;SW9;Greater London;57b9d422498e6b1fc15351c0
13072;Seven at Brixton;Tapas Restaurant;7 Market Row;GB;Brixton;United Kingdom;near Coldharbour Ln;787;['7 Market Row (near Coldharbour Ln)', 'Brixton', 'Greater London', 'SW9 8LB', 'United Kingdom'];[{'label': 'display', 'lat': 51.46203893600984, 'lng': -0.11359096631962734}];5.146.203.893.600.980;-0.11359096631962734;;SW9 8LB;Greater London;4eb9029f6da1df9ffbfa28f4
13075;Zoe's Ghana Kitchen;African Restaurant;Pop Brixton;GB;;United Kingdom;;637;['Pop Brixton', 'United Kingdom'];[{'label': 'display', 'lat': 51.463339047250244, 'lng': -0.11230945587158205}];51.463.339.047.250.200;-0.11230945587158205;;;;54394c5a498e6d2b7477faa4
13079;Kaosarn;Thai Restaurant;Brixton Village;GB;Brixton;United Kingdom;Coldharbour Ln;772;['Brixton Village (Coldharbour Ln)', 'Brixton', 'Greater London', 'SW9 8PS', 'United Kingdom'];[{'label': 'display', 'lat': 51.46215165548201, 'lng': -0.11149282050182753}];5.146.215.165.548.200;-0.11149282050182753;;SW9 8PS;Greater London;4db6c4a80cb6729b6abe6a23
13082;Elephant;Pakistani Restaurant;Unit 55 Brixton Village;GB;Brixton;United Kingdom;;726;['Unit 55 Brixton Village', 'Brixton', 'Greater London', 'SW9 8PS', 'United Kingdom'];[{'label': 'display', 'lat': 51.46254477999674, 'lng': -0.11209397400284489}];5.146.254.477.999.670;-0.11209397400284489;;SW9 8PS;Greater London;4dfa579cb0fb0401c7f805fa
13085;Adulis;African Restaurant;44 Brixton Rd.;GB;London;United Kingdom;;1160;['44 Brixton Rd.', 'London', 'Greater London', 'SW9 6BT', 'United Kingdom'];[{'label': 'display', 'lat': 51.47948554211717, 'lng': -0.11170238206648013}];5.147.948.554.211.710;-0.11170238206648013;;SW9 6BT;Greater London;4eea5b5861aff2afce9c5acb
13086;Sappho Meze Bar;Greek Restaurant;9 High St.;GB;Clapham;United Kingdom;;1299;['9 High St.', 'Clapham', 'Greater London', 'SW4 7TS', 'United Kingdom'];[{'label': 'display', 'lat': 51.46510757948787, 'lng': -0.1299496474738779}];5.146.510.757.948.780;-0.1299496474738779;;SW4 7TS;Greater London;4bc3712c74a9a593698ed4f6
13092;Boqueria;Tapas Restaurant;192 Acre Lane;GB;Brixton;United Kingdom;;1456;['192 Acre Lane', 'Brixton', 'Greater London', 'SW2 5UL', 'United Kingdom'];[{'label': 'display', 'lat': 51.45984683605465, 'lng': -0.12720966948388693}];5.145.984.683.605.460;-0.12720966948388693;;SW2 5UL;Greater London;4ee7c7320e01e8843f196dae
13100;Theo's Pizzeria;Pizza Place;2 Grove Lane;GB;London;United Kingdom;Camberwell Church Street;1596;['2 Grove Lane (Camberwell Church Street)', 'London', 'Greater London', 'SE5 8SY', 'United Kingdom'];[{'label': 'display', 'lat': 51.47370071650358, 'lng': -0.09053022232867393}];5.147.370.071.650.350;-0.09053022232867393;camberwell;SE5 8SY;Greater London;561565c0498eaf22ca7de76c
13104;Naughty Piglets;Modern European Restaurant;28 Brixton Water Ln;GB;London;United Kingdom;Effra Rd;1543;['28 Brixton Water Ln (Effra Rd)', 'London', 'Greater London', 'SW2 1PE', 'United Kingdom'];[{'label': 'display', 'lat': 51.455218020677385, 'lng': -0.1132756175685482}];51.455.218.020.677.300;-0.1132756175685482;;SW2 1PE;Greater London;55181065498eafeae3b9cdf7
