,Unnamed: 0,name,categories,address,cc,city,country,crossStreet,distance,formattedAddress,labeledLatLngs,lat,lng,neighborhood,postalCode,state,id,Checkin TipCount,venue price,venue price index,venue rating
2806,2806,GReat,Greek Restaurant,98 Farringdon Rd,GB,London,United Kingdom,,652,"['98 Farringdon Rd', 'London', 'Greater London', 'EC1R 3EA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52477710405427, 'lng': -0.11033643363325675}]",51.52477710405427,-0.11033643363325676,,EC1R 3EA,Greater London,5ac4c2913d47911cdd1b7e52,,,,
2815,2815,Pilpel,Falafel Restaurant,5 Queens Head Passage,GB,London,United Kingdom,Paternoster Sq,877,"['5 Queens Head Passage (Paternoster Sq)', 'London', 'Greater London', 'EC4M 7DZ', 'United Kingdom']","[{'label': 'display', 'lat': 51.51519526381051, 'lng': -0.09846207739921972}]",51.51519526381051,-0.09846207739921972,,EC4M 7DZ,Greater London,4dff32bae4cdf7246077a9aa,,,,
2820,2820,Pilpel,Falafel Restaurant,1a Wine Office Court,GB,London,United Kingdom,146 Fleet Street,1021,"['1a Wine Office Court (146 Fleet Street)', 'London', 'Greater London', 'ec4a 3by', 'United Kingdom']","[{'label': 'display', 'lat': 51.51442009893583, 'lng': -0.10722533661165626}]",51.51442009893582,-0.10722533661165626,Fleet Street,ec4a 3by,Greater London,519232168bbd6a851630b369,,,,
2829,2829,Noble Rot,Restaurant,51 Lamb’s Conduit St,GB,London,United Kingdom,,1193,"['51 Lamb’s Conduit St', 'London', 'Greater London', 'WC1N 3NB', 'United Kingdom']","[{'label': 'display', 'lat': 51.521879770610425, 'lng': -0.11859634989517259}]",51.52187977061042,-0.1185963498951726,,WC1N 3NB,Greater London,56387431cd10060b84383ec4,,,,
2841,2841,Sushi Show,Sushi Restaurant,28 Camden Passage,GB,London,United Kingdom,,1397,"['28 Camden Passage', 'London', 'N1 8ED', 'United Kingdom']","[{'label': 'display', 'lat': 51.535351159672246, 'lng': -0.10342334530603922}]",51.53535115967225,-0.10342334530603922,,N1 8ED,,5447b069498e840cc898ff6d,,,,
2846,2846,On The Bab,Korean Restaurant,305 Old St,GB,London,United Kingdom,,1442,"['305 Old St', 'London', 'Greater London', 'EC1V 9LA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52676028609, 'lng': -0.08157360207218889}]",51.52676028609,-0.08157360207218889,Hackney,EC1V 9LA,Greater London,52a5c42111d2a37725caa24c,,,,
2855,2855,SUSHISAMBA Liverpool Street,Sushi Restaurant,110 Bishopsgate,GB,London,United Kingdom,at Camomile St,1590,"['110 Bishopsgate (at Camomile St)', 'London', 'Greater London', 'EC2N 4AY', 'United Kingdom']","[{'label': 'display', 'lat': 51.5161706567293, 'lng': -0.08114755153656006}]",51.5161706567293,-0.08114755153656006,Bishopsgate,EC2N 4AY,Greater London,4fa1bbbee4b058e27d7beab7,,,,
2860,2860,The Clove Club,Restaurant,380 Old St,GB,London,United Kingdom,,1592,"['380 Old St', 'London', 'Greater London', 'EC1V 9LT', 'United Kingdom']","[{'label': 'display', 'lat': 51.52707038722568, 'lng': -0.07946312427520752}]",51.52707038722568,-0.07946312427520752,,EC1V 9LT,Greater London,5127d8e5e4b0e1bb8f9ca805,,,,
2861,2861,The Delaunay,Restaurant,55 Aldwych,GB,London,United Kingdom,,1593,"['55 Aldwych', 'London', 'Greater London', 'WC2B 4BB', 'United Kingdom']","[{'label': 'display', 'lat': 51.5131101279331, 'lng': -0.118280935235165}]",51.5131101279331,-0.11828093523516499,,WC2B 4BB,Greater London,4ede68fdbe7be2833c6a17a2,,,,
2869,2869,Dishoom,Indian Restaurant,7 Boundary St,GB,London,United Kingdom,,1720,"['7 Boundary St', 'London', 'Greater London', 'E2 7JE', 'United Kingdom']","[{'label': 'display', 'lat': 51.52452361919365, 'lng': -0.07674786755631656}]",51.52452361919365,-0.07674786755631656,Shoreditch,E2 7JE,Greater London,5040721ae4b01446aa41d438,,,,
2881,2881,Abeno,Okonomiyaki Restaurant,47 Museum St,GB,London,United Kingdom,Bloomsbury Way,1750,"['47 Museum St (Bloomsbury Way)', 'London', 'Greater London', 'WC1A 1LY', 'United Kingdom']","[{'label': 'display', 'lat': 51.51744706211849, 'lng': -0.1251682412880507}]",51.51744706211849,-0.1251682412880507,,WC1A 1LY,Greater London,4ad0ceaef964a520fed920e3,,,,
2885,2885,Ottolenghi,Mediterranean Restaurant,55 Artillery Ln,GB,Spitalfields,United Kingdom,,1756,"['55 Artillery Ln', 'Spitalfields', 'Greater London', 'E1 7LJ', 'United Kingdom']","[{'label': 'display', 'lat': 51.51827179652063, 'lng': -0.07717729864282495}]",51.51827179652064,-0.07717729864282495,,E1 7LJ,Greater London,552a4b25498e6e675f2ce59e,,,,
2888,2888,Balthazar,French Restaurant,4-6 Russell St,GB,London,United Kingdom,,1791,"['4-6 Russell St', 'London', 'Greater London', 'WC2B 5HZ', 'United Kingdom']","[{'label': 'display', 'lat': 51.51258339562716, 'lng': -0.12133432623564182}]",51.51258339562715,-0.12133432623564183,,WC2B 5HZ,Greater London,51065455e4b06f162ac7a347,,,,
2892,2892,Burro e Salvia,Italian Restaurant,52 Redchurch St,GB,London,United Kingdom,,1867,"['52 Redchurch St', 'London', 'Greater London', 'E2 7DP', 'United Kingdom']","[{'label': 'display', 'lat': 51.52442972995472, 'lng': -0.0745981511372525}]",51.52442972995472,-0.0745981511372525,,E2 7DP,Greater London,51a62209454ae7b27328f944,,,,
2898,2898,Granger & Co,Australian Restaurant,50 Sekforde St,GB,London,United Kingdom,,385,"['50 Sekforde St', 'London', 'Greater London', 'EC1R 0HA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52350418199148, 'lng': -0.10462934946028138}]",51.52350418199147,-0.10462934946028138,,EC1R 0HA,Greater London,535e4530498e1cf1027f9f7c,,,,
2908,2908,Pilpel,Falafel Restaurant,5 Queens Head Passage,GB,London,United Kingdom,Paternoster Sq,638,"['5 Queens Head Passage (Paternoster Sq)', 'London', 'Greater London', 'EC4M 7DZ', 'United Kingdom']","[{'label': 'display', 'lat': 51.51519526381051, 'lng': -0.09846207739921972}]",51.51519526381051,-0.09846207739921972,,EC4M 7DZ,Greater London,4dff32bae4cdf7246077a9aa,,,,
2909,2909,GReat,Greek Restaurant,98 Farringdon Rd,GB,London,United Kingdom,,720,"['98 Farringdon Rd', 'London', 'Greater London', 'EC1R 3EA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52477710405427, 'lng': -0.11033643363325675}]",51.52477710405427,-0.11033643363325676,,EC1R 3EA,Greater London,5ac4c2913d47911cdd1b7e52,,,,
2910,2910,Pilpel,Falafel Restaurant,1a Wine Office Court,GB,London,United Kingdom,146 Fleet Street,705,"['1a Wine Office Court (146 Fleet Street)', 'London', 'Greater London', 'ec4a 3by', 'United Kingdom']","[{'label': 'display', 'lat': 51.51442009893583, 'lng': -0.10722533661165626}]",51.51442009893582,-0.10722533661165626,Fleet Street,ec4a 3by,Greater London,519232168bbd6a851630b369,,,,
2913,2913,Morito,Tapas Restaurant,32 Exmouth Market,GB,London,United Kingdom,Roseberry Ave,764,"['32 Exmouth Market (Roseberry Ave)', 'London', 'Greater London', 'EC1R 4QE', 'United Kingdom']","[{'label': 'display', 'lat': 51.52588698881016, 'lng': -0.10915481032180864}]",51.52588698881016,-0.10915481032180864,,EC1R 4QE,Greater London,4c7fc0941415b713dd39035d,,,,
2925,2925,Noble Rot,Restaurant,51 Lamb’s Conduit St,GB,London,United Kingdom,,1096,"['51 Lamb’s Conduit St', 'London', 'Greater London', 'WC1N 3NB', 'United Kingdom']","[{'label': 'display', 'lat': 51.521879770610425, 'lng': -0.11859634989517259}]",51.52187977061042,-0.1185963498951726,,WC1N 3NB,Greater London,56387431cd10060b84383ec4,,,,
2932,2932,The Delaunay,Restaurant,55 Aldwych,GB,London,United Kingdom,,1319,"['55 Aldwych', 'London', 'Greater London', 'WC2B 4BB', 'United Kingdom']","[{'label': 'display', 'lat': 51.5131101279331, 'lng': -0.118280935235165}]",51.5131101279331,-0.11828093523516499,,WC2B 4BB,Greater London,4ede68fdbe7be2833c6a17a2,,,,
2948,2948,SUSHISAMBA Liverpool Street,Sushi Restaurant,110 Bishopsgate,GB,London,United Kingdom,at Camomile St,1578,"['110 Bishopsgate (at Camomile St)', 'London', 'Greater London', 'EC2N 4AY', 'United Kingdom']","[{'label': 'display', 'lat': 51.5161706567293, 'lng': -0.08114755153656006}]",51.5161706567293,-0.08114755153656006,Bishopsgate,EC2N 4AY,Greater London,4fa1bbbee4b058e27d7beab7,,,,
2950,2950,Abeno,Okonomiyaki Restaurant,47 Museum St,GB,London,United Kingdom,Bloomsbury Way,1565,"['47 Museum St (Bloomsbury Way)', 'London', 'Greater London', 'WC1A 1LY', 'United Kingdom']","[{'label': 'display', 'lat': 51.51744706211849, 'lng': -0.1251682412880507}]",51.51744706211849,-0.1251682412880507,,WC1A 1LY,Greater London,4ad0ceaef964a520fed920e3,,,,
2968,2968,On The Bab,Korean Restaurant,305 Old St,GB,London,United Kingdom,,1654,"['305 Old St', 'London', 'Greater London', 'EC1V 9LA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52676028609, 'lng': -0.08157360207218889}]",51.52676028609,-0.08157360207218889,Hackney,EC1V 9LA,Greater London,52a5c42111d2a37725caa24c,,,,
2974,2974,Sushi Show,Sushi Restaurant,28 Camden Passage,GB,London,United Kingdom,,1687,"['28 Camden Passage', 'London', 'N1 8ED', 'United Kingdom']","[{'label': 'display', 'lat': 51.535351159672246, 'lng': -0.10342334530603922}]",51.53535115967225,-0.10342334530603922,,N1 8ED,,5447b069498e840cc898ff6d,,,,
2984,2984,Sticks'n'Sushi,Sushi Restaurant,11 Henrietta St,GB,London,United Kingdom,,1756,"['11 Henrietta St', 'London', 'Greater London', 'WC2E 8PY', 'United Kingdom']","[{'label': 'display', 'lat': 51.511038, 'lng': -0.123655}]",51.511038,-0.123655,,WC2E 8PY,Greater London,527bee27498e2ccd501fe6dc,,,,
2991,2991,Kanada-Ya,Ramen Restaurant,64 St Giles High St,GB,London,United Kingdom,,1778,"['64 St Giles High St', 'London', 'Greater London', 'WC2H 8LE', 'United Kingdom']","[{'label': 'display', 'lat': 51.515503, 'lng': -0.127539}]",51.515503,-0.127539,Holborn and Covent Garden,WC2H 8LE,Greater London,53fdcf60498e8975dfe737dc,,,,
2992,2992,The Clove Club,Restaurant,380 Old St,GB,London,United Kingdom,,1801,"['380 Old St', 'London', 'Greater London', 'EC1V 9LT', 'United Kingdom']","[{'label': 'display', 'lat': 51.52707038722568, 'lng': -0.07946312427520752}]",51.52707038722568,-0.07946312427520752,,EC1V 9LT,Greater London,5127d8e5e4b0e1bb8f9ca805,,,,
2998,2998,Granger & Co,Australian Restaurant,50 Sekforde St,GB,London,United Kingdom,,347,"['50 Sekforde St', 'London', 'Greater London', 'EC1R 0HA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52350418199148, 'lng': -0.10462934946028138}]",51.52350418199147,-0.10462934946028138,,EC1R 0HA,Greater London,535e4530498e1cf1027f9f7c,,,,
3009,3009,Pilpel,Falafel Restaurant,5 Queens Head Passage,GB,London,United Kingdom,Paternoster Sq,686,"['5 Queens Head Passage (Paternoster Sq)', 'London', 'Greater London', 'EC4M 7DZ', 'United Kingdom']","[{'label': 'display', 'lat': 51.51519526381051, 'lng': -0.09846207739921972}]",51.51519526381051,-0.09846207739921972,,EC4M 7DZ,Greater London,4dff32bae4cdf7246077a9aa,,,,
3010,3010,GReat,Greek Restaurant,98 Farringdon Rd,GB,London,United Kingdom,,737,"['98 Farringdon Rd', 'London', 'Greater London', 'EC1R 3EA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52477710405427, 'lng': -0.11033643363325675}]",51.52477710405427,-0.11033643363325676,,EC1R 3EA,Greater London,5ac4c2913d47911cdd1b7e52,,,,
3013,3013,Morito,Tapas Restaurant,32 Exmouth Market,GB,London,United Kingdom,Roseberry Ave,753,"['32 Exmouth Market (Roseberry Ave)', 'London', 'Greater London', 'EC1R 4QE', 'United Kingdom']","[{'label': 'display', 'lat': 51.52588698881016, 'lng': -0.10915481032180864}]",51.52588698881016,-0.10915481032180864,,EC1R 4QE,Greater London,4c7fc0941415b713dd39035d,,,,
3016,3016,Pilpel,Falafel Restaurant,1a Wine Office Court,GB,London,United Kingdom,146 Fleet Street,838,"['1a Wine Office Court (146 Fleet Street)', 'London', 'Greater London', 'ec4a 3by', 'United Kingdom']","[{'label': 'display', 'lat': 51.51442009893583, 'lng': -0.10722533661165626}]",51.51442009893582,-0.10722533661165626,Fleet Street,ec4a 3by,Greater London,519232168bbd6a851630b369,,,,
3031,3031,Noble Rot,Restaurant,51 Lamb’s Conduit St,GB,London,United Kingdom,,1186,"['51 Lamb’s Conduit St', 'London', 'Greater London', 'WC1N 3NB', 'United Kingdom']","[{'label': 'display', 'lat': 51.521879770610425, 'lng': -0.11859634989517259}]",51.52187977061042,-0.1185963498951726,,WC1N 3NB,Greater London,56387431cd10060b84383ec4,,,,
3044,3044,The Delaunay,Restaurant,55 Aldwych,GB,London,United Kingdom,,1459,"['55 Aldwych', 'London', 'Greater London', 'WC2B 4BB', 'United Kingdom']","[{'label': 'display', 'lat': 51.5131101279331, 'lng': -0.118280935235165}]",51.5131101279331,-0.11828093523516499,,WC2B 4BB,Greater London,4ede68fdbe7be2833c6a17a2,,,,
3046,3046,SUSHISAMBA Liverpool Street,Sushi Restaurant,110 Bishopsgate,GB,London,United Kingdom,at Camomile St,1512,"['110 Bishopsgate (at Camomile St)', 'London', 'Greater London', 'EC2N 4AY', 'United Kingdom']","[{'label': 'display', 'lat': 51.5161706567293, 'lng': -0.08114755153656006}]",51.5161706567293,-0.08114755153656006,Bishopsgate,EC2N 4AY,Greater London,4fa1bbbee4b058e27d7beab7,,,,
3052,3052,On The Bab,Korean Restaurant,305 Old St,GB,London,United Kingdom,,1520,"['305 Old St', 'London', 'Greater London', 'EC1V 9LA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52676028609, 'lng': -0.08157360207218889}]",51.52676028609,-0.08157360207218889,Hackney,EC1V 9LA,Greater London,52a5c42111d2a37725caa24c,,,,
3062,3062,Sushi Show,Sushi Restaurant,28 Camden Passage,GB,London,United Kingdom,,1596,"['28 Camden Passage', 'London', 'N1 8ED', 'United Kingdom']","[{'label': 'display', 'lat': 51.535351159672246, 'lng': -0.10342334530603922}]",51.53535115967225,-0.10342334530603922,,N1 8ED,,5447b069498e840cc898ff6d,,,,
3067,3067,The Clove Club,Restaurant,380 Old St,GB,London,United Kingdom,,1667,"['380 Old St', 'London', 'Greater London', 'EC1V 9LT', 'United Kingdom']","[{'label': 'display', 'lat': 51.52707038722568, 'lng': -0.07946312427520752}]",51.52707038722568,-0.07946312427520752,,EC1V 9LT,Greater London,5127d8e5e4b0e1bb8f9ca805,,,,
3072,3072,Abeno,Okonomiyaki Restaurant,47 Museum St,GB,London,United Kingdom,Bloomsbury Way,1686,"['47 Museum St (Bloomsbury Way)', 'London', 'Greater London', 'WC1A 1LY', 'United Kingdom']","[{'label': 'display', 'lat': 51.51744706211849, 'lng': -0.1251682412880507}]",51.51744706211849,-0.1251682412880507,,WC1A 1LY,Greater London,4ad0ceaef964a520fed920e3,,,,
3075,3075,Dishoom,Indian Restaurant,7 Boundary St,GB,London,United Kingdom,,1758,"['7 Boundary St', 'London', 'Greater London', 'E2 7JE', 'United Kingdom']","[{'label': 'display', 'lat': 51.52452361919365, 'lng': -0.07674786755631656}]",51.52452361919365,-0.07674786755631656,Shoreditch,E2 7JE,Greater London,5040721ae4b01446aa41d438,,,,
3080,3080,Ottolenghi,Mediterranean Restaurant,55 Artillery Ln,GB,Spitalfields,United Kingdom,,1714,"['55 Artillery Ln', 'Spitalfields', 'Greater London', 'E1 7LJ', 'United Kingdom']","[{'label': 'display', 'lat': 51.51827179652063, 'lng': -0.07717729864282495}]",51.51827179652064,-0.07717729864282495,,E1 7LJ,Greater London,552a4b25498e6e675f2ce59e,,,,
3103,3103,Granger & Co,Australian Restaurant,50 Sekforde St,GB,London,United Kingdom,,406,"['50 Sekforde St', 'London', 'Greater London', 'EC1R 0HA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52350418199148, 'lng': -0.10462934946028138}]",51.52350418199147,-0.10462934946028138,,EC1R 0HA,Greater London,535e4530498e1cf1027f9f7c,,,,
3104,3104,GReat,Greek Restaurant,98 Farringdon Rd,GB,London,United Kingdom,,544,"['98 Farringdon Rd', 'London', 'Greater London', 'EC1R 3EA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52477710405427, 'lng': -0.11033643363325675}]",51.52477710405427,-0.11033643363325676,,EC1R 3EA,Greater London,5ac4c2913d47911cdd1b7e52,,,,
3106,3106,Morito,Tapas Restaurant,32 Exmouth Market,GB,London,United Kingdom,Roseberry Ave,639,"['32 Exmouth Market (Roseberry Ave)', 'London', 'Greater London', 'EC1R 4QE', 'United Kingdom']","[{'label': 'display', 'lat': 51.52588698881016, 'lng': -0.10915481032180864}]",51.52588698881016,-0.10915481032180864,,EC1R 4QE,Greater London,4c7fc0941415b713dd39035d,,,,
3112,3112,Noble Rot,Restaurant,51 Lamb’s Conduit St,GB,London,United Kingdom,,801,"['51 Lamb’s Conduit St', 'London', 'Greater London', 'WC1N 3NB', 'United Kingdom']","[{'label': 'display', 'lat': 51.521879770610425, 'lng': -0.11859634989517259}]",51.52187977061042,-0.1185963498951726,,WC1N 3NB,Greater London,56387431cd10060b84383ec4,,,,
3114,3114,Pilpel,Falafel Restaurant,5 Queens Head Passage,GB,London,United Kingdom,Paternoster Sq,833,"['5 Queens Head Passage (Paternoster Sq)', 'London', 'Greater London', 'EC4M 7DZ', 'United Kingdom']","[{'label': 'display', 'lat': 51.51519526381051, 'lng': -0.09846207739921972}]",51.51519526381051,-0.09846207739921972,,EC4M 7DZ,Greater London,4dff32bae4cdf7246077a9aa,,,,
3123,3123,The Delaunay,Restaurant,55 Aldwych,GB,London,United Kingdom,,1100,"['55 Aldwych', 'London', 'Greater London', 'WC2B 4BB', 'United Kingdom']","[{'label': 'display', 'lat': 51.5131101279331, 'lng': -0.118280935235165}]",51.5131101279331,-0.11828093523516499,,WC2B 4BB,Greater London,4ede68fdbe7be2833c6a17a2,,,,
3130,3130,Abeno,Okonomiyaki Restaurant,47 Museum St,GB,London,United Kingdom,Bloomsbury Way,1275,"['47 Museum St (Bloomsbury Way)', 'London', 'Greater London', 'WC1A 1LY', 'United Kingdom']","[{'label': 'display', 'lat': 51.51744706211849, 'lng': -0.1251682412880507}]",51.51744706211849,-0.1251682412880507,,WC1A 1LY,Greater London,4ad0ceaef964a520fed920e3,,,,
3157,3157,Kanada-Ya,Ramen Restaurant,64 St Giles High St,GB,London,United Kingdom,,1497,"['64 St Giles High St', 'London', 'Greater London', 'WC2H 8LE', 'United Kingdom']","[{'label': 'display', 'lat': 51.515503, 'lng': -0.127539}]",51.515503,-0.127539,Holborn and Covent Garden,WC2H 8LE,Greater London,53fdcf60498e8975dfe737dc,,,,
3158,3158,Sticks'n'Sushi,Sushi Restaurant,11 Henrietta St,GB,London,United Kingdom,,1527,"['11 Henrietta St', 'London', 'Greater London', 'WC2E 8PY', 'United Kingdom']","[{'label': 'display', 'lat': 51.511038, 'lng': -0.123655}]",51.511038,-0.123655,,WC2E 8PY,Greater London,527bee27498e2ccd501fe6dc,,,,
3166,3166,Dishoom,Indian Restaurant,12 Upper St Martin’s Ln,GB,London,United Kingdom,,1612,"['12 Upper St Martin’s Ln', 'London', 'Greater London', 'WC2H 9FB', 'United Kingdom']","[{'label': 'display', 'lat': 51.51243, 'lng': -0.12690805}]",51.51243,-0.12690805,City of Westminster,WC2H 9FB,Greater London,4c31c371a0ced13a150d146e,,,,
3176,3176,Hakkasan,Chinese Restaurant,8 Hanway Pl,GB,London,United Kingdom,,1663,"['8 Hanway Pl', 'London', 'Greater London', 'W1T 1HD', 'United Kingdom']","[{'label': 'display', 'lat': 51.51722297794206, 'lng': -0.13083490819357613}]",51.51722297794207,-0.13083490819357613,,W1T 1HD,Greater London,4ac518e6f964a52028ab20e3,,,,
3182,3182,Sushi Show,Sushi Restaurant,28 Camden Passage,GB,London,United Kingdom,,1701,"['28 Camden Passage', 'London', 'N1 8ED', 'United Kingdom']","[{'label': 'display', 'lat': 51.535351159672246, 'lng': -0.10342334530603922}]",51.53535115967225,-0.10342334530603922,,N1 8ED,,5447b069498e840cc898ff6d,,,,
3197,3197,Morito,Tapas Restaurant,32 Exmouth Market,GB,London,United Kingdom,Roseberry Ave,188,"['32 Exmouth Market (Roseberry Ave)', 'London', 'Greater London', 'EC1R 4QE', 'United Kingdom']","[{'label': 'display', 'lat': 51.52588698881016, 'lng': -0.10915481032180864}]",51.52588698881016,-0.10915481032180864,,EC1R 4QE,Greater London,4c7fc0941415b713dd39035d,,,,
3198,3198,Granger & Co,Australian Restaurant,50 Sekforde St,GB,London,United Kingdom,,221,"['50 Sekforde St', 'London', 'Greater London', 'EC1R 0HA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52350418199148, 'lng': -0.10462934946028138}]",51.52350418199147,-0.10462934946028138,,EC1R 0HA,Greater London,535e4530498e1cf1027f9f7c,,,,
3199,3199,GReat,Greek Restaurant,98 Farringdon Rd,GB,London,United Kingdom,,222,"['98 Farringdon Rd', 'London', 'Greater London', 'EC1R 3EA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52477710405427, 'lng': -0.11033643363325675}]",51.52477710405427,-0.11033643363325676,,EC1R 3EA,Greater London,5ac4c2913d47911cdd1b7e52,,,,
